user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA01467_bin.91.fa	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_J;s__	N/A	N/A	N/A	N/A	N/A	GCF_002272795.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_J;s__Helicobacter_J sp002272795	79.76	0.667	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_J;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002272825.1, s__Helicobacter_J sp002272825, 95.0, 77.54, 0.267; GCF_002272835.1, s__Helicobacter_J sp002272835, 95.0, 77.5, 0.365; GCF_002272895.1, s__Helicobacter_J sp002272895, 95.0, 77.48, 0.329; GCF_002272785.1, s__Helicobacter_J sp002272785, 95.0, 77.22, 0.295; GCF_002272865.1, s__Helicobacter_J sp002272865, 95.0, 77.13, 0.242	93.29	11	0.9599	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01467_bin.92.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG7389;s__	N/A	N/A	N/A	N/A	N/A	GCA_017559185.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG7389;s__RGIG7389 sp017559185	78.03	0.127	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	86.59	11	0.93235	N/A
EHA01467_bin.94.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	ANI	N/A	GCA_900113995.1, s__Fimivivens sp900113995, 95.0, 81.18, 0.44; GCA_014385025.1, s__Fimivivens sp014385025, 95.0, 81.16, 0.456; GCA_934232845.1, s__Fimivivens sp934232845, 95.0, 77.99, 0.062; GCA_023391005.1, s__Fimivivens sp023391005, 95.0, 77.39, 0.15; GCA_023457355.1, s__Fimivivens sp023457355, 95.0, 77.32, 0.147; GCA_023395695.1, s__Fimivivens sp023395695, 95.0, 77.27, 0.103; GCA_017399785.1, s__Fimivivens sp017399785, 95.0, 77.22, 0.041; GCA_018716105.1, s__Fimivivens faecavium, 95.0, 77.14, 0.093; GCA_023457175.1, s__Fimivivens sp023457175, 95.0, 76.92, 0.159; GCA_023456995.1, s__Fimivivens sp023456995, 95.0, 76.74, 0.055; GCA_020024215.1, s__Fimivivens sp020024215, 95.0, 74.83, 0.011	67.85	11	0.9853	N/A
EHA01467_bin.95.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_902388365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp902388365	81.78	0.566	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000614185.1, s__Phocaeicola sartorii, 95.0, 81.12, 0.511; GCF_000012825.1, s__Phocaeicola vulgatus, 95.359, 80.97, 0.511; GCF_013009555.1, s__Phocaeicola dorei, 95.359, 80.96, 0.537; GCA_011959205.1, s__Phocaeicola sp011959205, 95.0, 80.86, 0.479; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 80.47, 0.315; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 80.32, 0.451; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 80.02, 0.297; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 79.89, 0.377; GCF_000382445.1, s__Phocaeicola massiliensis, 95.0, 79.66, 0.338; GCA_902362595.1, s__Phocaeicola merdigallinarum, 95.0, 77.78, 0.127; GCA_017472925.1, s__Phocaeicola sp017472925, 95.0, 77.74, 0.184; GCF_000374585.1, s__Phocaeicola barnesiae, 95.0, 77.7, 0.16; GCA_015060765.1, s__Phocaeicola sp015060765, 95.0, 77.65, 0.174; GCF_000154845.1, s__Phocaeicola coprocola, 95.0, 77.65, 0.118; GCF_021530995.1, s__Phocaeicola faecigallinarum, 95.0, 77.63, 0.108; GCA_900542985.1, s__Phocaeicola sp900542985, 95.0, 77.62, 0.181; GCA_015060705.1, s__Phocaeicola sp015060705, 95.0, 77.61, 0.169; GCA_900544075.1, s__Phocaeicola sp900544075, 95.0, 77.58, 0.101; GCF_016900355.1, s__Phocaeicola sp900551065, 95.0, 77.56, 0.158; GCF_013618865.1, s__Phocaeicola faecicola, 95.0, 77.56, 0.113; GCF_900128495.1, s__Phocaeicola ilei, 95.0, 77.55, 0.129; GCF_000187895.1, s__Phocaeicola plebeius, 95.0, 77.55, 0.132; GCF_003437535.1, s__Phocaeicola plebeius_A, 95.0, 77.52, 0.149; GCA_000434735.1, s__Phocaeicola sp000434735, 95.0, 77.52, 0.118; GCF_016902295.1, s__Phocaeicola caecigallinarum_A, 95.0, 77.51, 0.119; GCA_900546645.1, s__Phocaeicola sp900546645, 95.0, 77.44, 0.137; GCF_900128455.1, s__Phocaeicola mediterraneensis, 95.0, 77.43, 0.149; GCF_000613805.1, s__Phocaeicola paurosaccharolyticus, 95.0, 77.42, 0.086; GCA_900551445.1, s__Phocaeicola sp900551445, 95.0, 77.41, 0.155; GCA_000432735.1, s__Phocaeicola sp000432735, 95.0, 77.39, 0.147; GCA_900552645.1, s__Phocaeicola sp900552645, 95.0, 77.35, 0.118; GCA_900551645.1, s__Phocaeicola sp900551645, 95.0, 77.34, 0.136; GCA_015060735.1, s__Phocaeicola sp015060735, 95.0, 77.33, 0.181; GCF_016901995.1, s__Phocaeicola sp900066445, 95.0, 77.31, 0.112; GCA_900553185.1, s__Phocaeicola sp900553185, 95.0, 77.31, 0.192; GCF_021531075.1, s__Phocaeicola caecigallinarum_B, 95.0, 77.31, 0.119; GCA_017467385.1, s__Phocaeicola sp017467385, 95.0, 77.29, 0.201; GCA_900552075.1, s__Phocaeicola sp900552075, 95.0, 77.29, 0.185; GCA_944320855.1, s__Phocaeicola sp944320855, 95.0, 77.27, 0.099; GCA_944321335.1, s__Phocaeicola sp944321335, 95.0, 77.26, 0.168; GCA_017466635.1, s__Phocaeicola sp017466635, 95.0, 77.23, 0.157; GCA_018884025.1, s__Phocaeicola faecipullorum, 95.0, 77.19, 0.094; GCA_017503235.1, s__Phocaeicola sp017503235, 95.0, 77.18, 0.188; GCF_000157915.1, s__Phocaeicola coprophilus, 95.0, 77.15, 0.152; GCA_020026175.1, s__Phocaeicola sp020026175, 95.0, 77.15, 0.094; GCA_019550975.1, s__Phocaeicola excrementipullorum, 95.0, 77.13, 0.089; GCA_000436795.1, s__Phocaeicola sp000436795, 95.0, 77.09, 0.146; GCA_023415545.1, s__Phocaeicola sp023415545, 95.0, 77.08, 0.107; GCA_944320605.1, s__Phocaeicola sp944320605, 95.0, 77.04, 0.083; GCA_017558175.1, s__Phocaeicola sp017558175, 95.0, 76.98, 0.175; GCA_905198575.1, s__Phocaeicola sp905198575, 95.0, 76.95, 0.149; GCA_900556845.1, s__Phocaeicola sp900556845, 95.0, 76.95, 0.167; GCF_014837065.1, s__Phocaeicola intestinalis, 95.0, 76.94, 0.1; GCA_017416735.1, s__Phocaeicola sp017416735, 95.0, 76.93, 0.185; GCA_944319745.1, s__Phocaeicola sp944319745, 95.0, 76.93, 0.095; GCF_014837055.1, s__Phocaeicola faecium, 95.0, 76.9, 0.116; GCA_022767125.1, s__Phocaeicola plebeius_C, 95.0, 76.9, 0.107; GCF_002161765.1, s__Phocaeicola sp002161765, 95.0, 76.9, 0.123; GCF_000190575.1, s__Phocaeicola salanitronis, 95.0, 76.88, 0.099; GCA_944320815.1, s__Phocaeicola sp944320815, 95.0, 76.86, 0.116; GCA_020026225.1, s__Phocaeicola sp020026225, 95.0, 76.86, 0.15; GCA_902779535.1, s__Phocaeicola sp902779535, 95.0, 76.85, 0.082; GCA_900544675.1, s__Phocaeicola sp900544675, 95.0, 76.83, 0.135; GCA_004558305.1, s__Phocaeicola plebeius_B, 95.0, 76.74, 0.131; GCA_019116145.1, s__Phocaeicola gallistercoris, 95.0, 76.74, 0.088; GCA_021295095.1, s__Phocaeicola sp021295095, 95.0, 76.72, 0.061; GCA_900546355.1, s__Phocaeicola sp900546355, 95.0, 76.66, 0.127; GCA_017559935.1, s__Phocaeicola sp017559935, 95.0, 76.66, 0.143; GCA_944320845.1, s__Phocaeicola sp944320845, 95.0, 76.58, 0.104; GCA_019120125.1, s__Phocaeicola excrementigallinarum, 95.0, 76.57, 0.133; GCA_017420875.1, s__Phocaeicola sp017420875, 95.0, 76.39, 0.169; GCA_944320135.1, s__Phocaeicola sp944320135, 95.0, 76.38, 0.1; GCA_022764505.1, s__Phocaeicola sp022764505, 95.0, 76.37, 0.063; GCA_944322395.1, s__Phocaeicola sp944322395, 95.0, 76.24, 0.084; GCF_000312445.1, s__Phocaeicola abscessus, 95.0, 75.96, 0.069	83.44	11	0.9786	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01467_bin.96.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_900540545.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas sp900540545	82.6	0.612	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	taxonomic classification defined by topology and ANI	N/A	GCA_944387245.1, s__Intestinimonas sp944387245, 95.0, 79.98, 0.443; GCF_900626145.1, s__Intestinimonas timonensis, 95.0, 79.95, 0.469; GCA_019119795.1, s__Intestinimonas pullistercoris, 95.0, 79.95, 0.366; GCA_944387725.1, s__Intestinimonas sp944387725, 95.0, 79.85, 0.379; GCA_019115345.1, s__Intestinimonas stercorigallinarum, 95.0, 79.84, 0.308; GCF_001244995.1, s__Intestinimonas massiliensis, 95.0, 79.83, 0.474; GCA_019117605.1, s__Intestinimonas stercoravium, 95.0, 79.65, 0.361; GCA_944385655.1, s__Intestinimonas sp944385655, 95.0, 79.51, 0.41; GCF_004154955.1, s__Intestinimonas butyriciproducens, 95.0, 79.46, 0.445; GCA_019115785.1, s__Intestinimonas merdavium, 95.0, 79.24, 0.412; GCA_022653075.1, s__Intestinimonas sp022653075, 95.0, 76.98, 0.101	57.04	11	0.94991	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01467_bin.97.fa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__	N/A	N/A	N/A	N/A	N/A	GCA_910577205.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__Scatocola sp910577205	78.84	0.45	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__	taxonomic classification defined by topology and ANI	N/A	GCA_001917125.1, s__Scatocola faecipullorum, 95.0, 78.95, 0.473; GCA_944391515.1, s__Scatocola sp944391515, 95.0, 78.17, 0.307; GCA_944393175.1, s__Scatocola sp944393175, 95.0, 77.57, 0.312; GCA_934273635.1, s__Scatocola sp934273635, 95.0, 77.28, 0.127; GCA_944390035.1, s__Scatocola sp944390035, 95.0, 77.15, 0.325; GCA_017467515.1, s__Scatocola sp017467515, 95.0, 76.94, 0.11; GCA_902778645.1, s__Scatocola sp902778645, 95.0, 76.78, 0.118; GCA_017477185.1, s__Scatocola sp017477185, 95.0, 76.73, 0.125	92.81	11	0.95652	N/A
EHA01472_bin.100.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1251;s__	N/A	N/A	N/A	N/A	N/A	GCA_900549995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1251;s__UMGS1251 sp900549995	81.18	0.531	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	54.6	11	0.98014	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01472_bin.101.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	N/A	N/A	N/A	N/A	N/A	GCA_019423755.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp019423755	76.43	0.026	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900148495.1, s__Negativibacillus massiliensis, 95.0, 77.95, 0.051; GCA_019423685.1, s__Negativibacillus sp019423685, 95.0, 77.62, 0.019; GCA_000435195.1, s__Negativibacillus sp000435195, 95.0, 77.36, 0.038; GCA_900547455.1, s__Negativibacillus faecipullorum, 95.0, 76.97, 0.02; GCA_020024325.1, s__Negativibacillus sp020024325, 95.0, 76.89, 0.057; GCA_020024285.1, s__Negativibacillus sp020024285, 95.0, 76.72, 0.031; GCA_910578755.1, s__Negativibacillus sp910578755, 95.0, 76.69, 0.041; GCA_905197685.1, s__Negativibacillus sp905197685, 95.0, 76.62, 0.047; GCA_017848075.1, s__Negativibacillus sp017848075, 95.0, 76.62, 0.031; GCA_017439985.1, s__Negativibacillus sp017439985, 95.0, 76.46, 0.032; GCA_944388365.1, s__Negativibacillus sp944388365, 95.0, 76.45, 0.031; GCA_900547015.1, s__Negativibacillus sp900547015, 95.0, 76.08, 0.045	63.77	11	0.91823	N/A
EHA01472_bin.102.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	95.97	11	0.66796	N/A
EHA01472_bin.107.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__HGM11386;s__	N/A	N/A	N/A	N/A	N/A	GCA_022791055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__HGM11386;s__HGM11386 sp022791055	78.97	0.364	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__HGM11386;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900761915.1, s__HGM11386 sp900761915, 95.0, 78.36, 0.222	91.46	11	0.94897	N/A
EHA01472_bin.11.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_018883385.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__Fluviibacter sp018883385	82.78	0.77	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Fluviibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_018883265.1, s__Fluviibacter sp018883265, 95.0, 82.12, 0.587; GCF_016110345.1, s__Fluviibacter phosphoraccumulans, 95.0, 81.23, 0.474; GCA_903870055.1, s__Fluviibacter sp903870055, 95.0, 79.96, 0.411; GCA_023253415.1, s__Fluviibacter sp023253415, 95.0, 79.9, 0.46	97.58	11	0.97783	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01472_bin.112.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	GCA_003612625.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625	77.38	0.1	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 77.66, 0.098; GCA_025146135.1, s__Anaerotruncus colihominis, 95.0, 77.55, 0.103; GCA_019114825.1, s__Anaerotruncus excrementipullorum, 95.0, 77.46, 0.211; GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 77.29, 0.21; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 77.2, 0.107; GCA_944385965.1, s__Anaerotruncus sp944385965, 95.0, 76.9, 0.089; GCA_944387965.1, s__Anaerotruncus sp944387965, 95.0, 76.86, 0.124; GCA_021770005.1, s__Anaerotruncus sp021770005, 95.0, 76.83, 0.095; GCA_904398655.1, s__Anaerotruncus sp904398655, 95.0, 76.72, 0.097; GCF_900186535.1, s__Anaerotruncus massiliensis_A, 95.0, 76.71, 0.084; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 76.42, 0.089; GCA_023394255.1, s__Anaerotruncus sp023394255, 95.0, 76.4, 0.078; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 76.34, 0.032; GCA_910586875.1, s__Anaerotruncus sp910586875, 95.0, 76.26, 0.085	82.58	11	0.95052	N/A
EHA01472_bin.115.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAAYNV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.11	11	0.90534	N/A
EHA01472_bin.119.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000235505.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A hathewayi_A	78.54	0.269	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	87.19	11	0.93985	N/A
EHA01472_bin.123.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	N/A	GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 83.0, 0.667; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 82.46, 0.617; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 82.29, 0.637; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 82.0, 0.591; GCA_025151045.1, s__Parabacteroides johnsonii, 95.0, 81.68, 0.581; GCA_025151215.1, s__Parabacteroides merdae, 95.0, 81.65, 0.56; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 81.62, 0.529; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 81.29, 0.569; GCA_019411205.1, s__Parabacteroides sp019411205, 95.0, 81.29, 0.691; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 80.68, 0.531; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 79.17, 0.31; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 79.13, 0.33; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 78.95, 0.313; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 78.82, 0.319; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 78.77, 0.303; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 78.75, 0.311; GCA_021204335.1, s__Parabacteroides sp021204335, 95.0, 78.7, 0.296; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 78.69, 0.33; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 78.61, 0.23; GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 78.58, 0.282; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 78.47, 0.218; GCA_019417325.1, s__Parabacteroides sp019417325, 95.0, 78.41, 0.237; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.1, 0.199; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 78.03, 0.172; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 77.97, 0.205; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 77.94, 0.199; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 77.91, 0.202; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 77.9, 0.148; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 77.87, 0.185; GCA_934725305.1, s__Parabacteroides sp934725305, 95.0, 77.66, 0.205; GCA_021531385.1, s__Parabacteroides distasonis_C, 95.0, 77.39, 0.098; GCF_022809355.1, s__Parabacteroides faecavium, 95.0, 77.36, 0.103; GCA_934718155.1, s__Parabacteroides sp934718155, 95.0, 77.36, 0.15; GCA_021531775.1, s__Parabacteroides sp004562445, 95.0, 77.32, 0.132; GCF_023744375.1, s__Parabacteroides sp900548175, 95.0, 77.18, 0.125; GCA_022775005.1, s__Parabacteroides sp022775005, 95.0, 77.18, 0.121; GCA_944323815.1, s__Parabacteroides sp944323815, 95.0, 77.17, 0.242; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 77.13, 0.099; GCA_022009975.1, s__Parabacteroides sp900549585, 95.0, 77.13, 0.088; GCA_944326775.1, s__Parabacteroides sp944326775, 95.0, 77.06, 0.149; GCA_944325345.1, s__Parabacteroides sp944325345, 95.0, 76.97, 0.122; GCA_020026285.1, s__Parabacteroides sp020026285, 95.0, 76.95, 0.055; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 76.76, 0.117; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 76.73, 0.169; GCA_944325355.1, s__Parabacteroides sp944325355, 95.0, 76.71, 0.078; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 76.69, 0.096; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 76.69, 0.113; GCA_944325335.1, s__Parabacteroides sp944325335, 95.0, 76.52, 0.127; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.5, 0.098	86.26	11	0.98606	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA01472_bin.124.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	ANI	N/A	GCA_020024325.1, s__Negativibacillus sp020024325, 95.0, 78.17, 0.076; GCA_944388365.1, s__Negativibacillus sp944388365, 95.0, 77.85, 0.084; GCA_019423685.1, s__Negativibacillus sp019423685, 95.0, 77.48, 0.08; GCA_000435195.1, s__Negativibacillus sp000435195, 95.0, 77.42, 0.117; GCF_900148495.1, s__Negativibacillus massiliensis, 95.0, 77.41, 0.076; GCA_905197685.1, s__Negativibacillus sp905197685, 95.0, 77.31, 0.093; GCA_900547455.1, s__Negativibacillus faecipullorum, 95.0, 77.08, 0.089; GCA_020024285.1, s__Negativibacillus sp020024285, 95.0, 77.05, 0.05; GCA_910578755.1, s__Negativibacillus sp910578755, 95.0, 76.86, 0.109; GCA_900547015.1, s__Negativibacillus sp900547015, 95.0, 76.85, 0.106; GCA_019423755.1, s__Negativibacillus sp019423755, 95.0, 76.46, 0.101; GCA_017439985.1, s__Negativibacillus sp017439985, 95.0, 76.3, 0.061; GCA_017848075.1, s__Negativibacillus sp017848075, 95.0, 76.0, 0.068	85.42	11	0.90969	N/A
EHA01472_bin.126.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.08	11	0.83953	N/A
EHA01472_bin.13.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Velocimicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_009696045.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Velocimicrobium;s__Velocimicrobium porci	79.49	0.378	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Velocimicrobium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002419585.1, s__Velocimicrobium sp002419585, 95.0, 77.35, 0.104; GCF_001461035.1, s__Velocimicrobium ethanolgignens, 95.0, 77.16, 0.075	89.83	11	0.94498	N/A
EHA01472_bin.130.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	36.48	11	0.88958	Genome has more than 11.7% of markers with multiple hits
EHA01472_bin.16.fa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	88.7	11	0.64421	N/A
